t_s,side,px_ticks,qty_lots,mid_ticks,queue_wait_s
0,sell,269199,200,269188.5,3.90869906
0.002688327,sell,269199,800,269188.5,3.911387387
14.431151561,buy,269203,1000,269212.5,14.249238055
15.846814687,buy,269189,200,269199.5,0.016949877
15.862089153,buy,269189,800,269199.5,0.032224343
15.978656464,buy,269174,1000,269184.5,0.016885094
18.347299678,sell,269173,1000,269161.5,2.310518125
30.223051193,sell,269166,1000,269155.5,2.887217491
30.800926841,buy,269155,1000,269165.5,0.421475367
32.302875556,buy,269143,1000,269153.5,1.324830257
32.524685106,buy,269123,1000,269133.5,0.04429258
32.881422541,buy,269111,1000,269110.5,0.197063041
50.401521991,sell,269142,1000,269131.5,0.000527411
56.677116527,buy,269156,200,269166.5,5.989303939
56.677542405,buy,269156,200,269166.5,5.989729817
56.677580734,buy,269156,190,269166.5,5.989768146
56.677594266,buy,269156,200,269166.5,5.989781678
56.677607798,buy,269156,200,269166.5,5.98979521
56.677616158,buy,269156,10,269166.5,5.98980357
62.356101818,buy,269129,189,269139.5,5.467031524
62.356115946,buy,269129,811,269139.5,5.467045652
114.123664946,sell,269111,1000,269101.5,24.641939852
116.316065126,buy,269102,1000,269112.5,2.027217505
121.161102125,buy,269090,1000,269100.5,4.685188322
121.321671236,buy,269063,1000,269073.5,0.080308449
121.422518067,buy,269046,1000,269056.5,0.029918906
135.054204587,sell,269048,199,269037.5,13.473165077
135.054214973,sell,269048,200,269037.5,13.473175463
135.054222808,sell,269048,200,269037.5,13.473183298
135.054231454,sell,269048,401,269037.5,13.473191944
157.316882021,sell,269079,1000,269068.5,19.685818387
163.114673152,buy,269077,1000,269087.5,0.00044748
163.875317493,sell,269085,1000,269074.5,0.718561217
192.567985677,sell,269131,200,269130.5,1.979474531
192.568043092,sell,269131,200,269130.5,1.979531946
192.568097056,sell,269131,190,269130.5,1.97958591
192.568150243,sell,269131,200,269130.5,1.979639097
192.568203259,sell,269131,200,269130.5,1.979692113
192.568254295,sell,269131,10,269130.5,1.979743149
192.593763323,sell,269141,1000,269130.5,0
194.265389512,buy,269141,200,269151.5,1.612322831
194.265403593,buy,269141,200,269151.5,1.612336912
194.265417747,buy,269141,200,269151.5,1.612351066
194.265430566,buy,269141,400,269151.5,1.612363885
207.404791859,sell,269110,1000,269099.5,13.017770017
211.183297427,sell,269122,1000,269112.5,3.59770999
211.296099088,sell,269132,1000,269121.5,0.00021499
225.860644162,sell,269192,200,269181.5,0.000571141
225.860654862,sell,269192,800,269181.5,0.000581841
231.840909537,buy,269185,200,269195.5,5.857659392
231.84092251,buy,269185,200,269195.5,5.857672365
231.84093378,buy,269185,190,269195.5,5.857683635
231.840952104,buy,269185,200,269195.5,5.857701959
231.840965677,buy,269185,190,269195.5,5.857715532
231.840979384,buy,269185,20,269195.5,5.857729239
238.166943965,sell,269165,1000,269165.5,6.208752867
243.898759132,buy,269158,200,269168.5,1.114404525
243.899052129,buy,269158,200,269168.5,1.114697522
243.899241087,buy,269158,200,269168.5,1.11488648
243.899408793,buy,269158,400,269157.5,1.115054186
247.877429985,sell,269158,200,269147.5,2.175181209
247.877726909,sell,269158,200,269147.5,2.175478133
247.877937579,sell,269158,190,269147.5,2.175688803
247.878094627,sell,269158,200,269147.5,2.175845851
247.87822527,sell,269158,190,269147.5,2.175976494
247.878352367,sell,269158,20,269147.5,2.176103591
248.357296894,sell,269179,1000,269168.5,0.394300811
249.114423304,sell,269190,190,269179.5,0.627758162
249.114449849,sell,269190,190,269179.5,0.627784707
249.114633261,sell,269190,620,269179.5,0.627968119
251.945115561,buy,269189,1000,269199.5,0.464841693
269.880748275,sell,269185,1000,269192.5,8.724202278
270.280784845,sell,269203,190,269192.5,0.027400828
270.280793192,sell,269203,190,269192.5,0.027409175
270.280801409,sell,269203,190,269192.5,0.027417392
270.280826112,sell,269203,190,269192.5,0.027442095
