t_s,mid_ticks,inv_btc,pnl_usdt
0.09751205,269188.5,0,0
1.098490905,269188.5,0,0
2.101286885,269188.5,0,0
3.189951125,269188.5,0,0
4.190963599,269213.5,-0.01,-0.000250000000000049
5.192136034,269213.5,-0.01,-0.000250000000000049
6.193015376,269213.5,-0.01,-0.000250000000000049
7.195084741,269213.5,-0.01,-0.000250000000000049
8.195443769,269213.5,-0.01,-0.000250000000000049
9.193770663,269213.5,-0.01,-0.000250000000000049
10.194900314,269213.5,-0.01,-0.000250000000000049
11.19945461,269213.5,-0.01,-0.000250000000000049
12.194986295,269213.5,-0.01,-0.000250000000000049
13.196788033,269213.5,-0.01,-0.000250000000000049
14.198233389,269212.5,-0.01,-0.000149999999997866
15.097579933,269212.5,-0.01,-0.000149999999997866
16.199043304,269212.5,-0.01,-0.000149999999997866
17.1969604,269212.5,-0.01,-0.000149999999997866
18.127624506,269212.5,-0.01,-0.000149999999997866
19.102930145,269201.5,0,0.000399999999999068
20.119199041,269162.5,0,0.000399999999999068
21.113538084,269162.5,0,0.000399999999999068
22.105000877,269161.5,0,0.000399999999999068
23.124873428,269161.5,0,0.000399999999999068
24.100288882,269161.5,0,0.000399999999999068
25.103861571,269161.5,0,0.000399999999999068
26.101621055,269161.5,0,0.000399999999999068
27.100666413,269161.5,0,0.000399999999999068
28.101313057,269161.5,0,0.000399999999999068
29.099837761,269161.5,0,0.000399999999999068
30.101454798,269161.5,0,0.000399999999999068
31.09941827,269161.5,0,0.000399999999999068
32.100757715,269155.5,0,0.000399999999999068
33.186629735,269155.5,0,0.000399999999999068
34.186915773,269155.5,0,0.000399999999999068
35.187141484,269153.5,0,0.00219999999999843
36.19029902,269153.5,0,0.00219999999999843
37.187901808,269110.5,0,0.00219999999999843
38.190472323,269110.5,0,0.00219999999999843
39.193081397,269110.5,0,0.00219999999999843
40.190506464,269110.5,0,0.00219999999999843
41.19012193,269110.5,0,0.00219999999999843
42.18769465,269110.5,0,0.00219999999999843
43.189897775,269110.5,0,0.00219999999999843
44.189676091,269110.5,0,0.00219999999999843
45.192344049,269110.5,0,0.00219999999999843
46.190601592,269123.5,0,0.00219999999999843
47.19110855,269123.5,0,0.00219999999999843
48.192865345,269123.5,0,0.00219999999999843
49.194904413,269123.5,0,0.00219999999999843
50.193643277,269123.5,0,0.00219999999999843
51.193656226,269123.5,0,0.00219999999999843
52.194070087,269123.5,0,0.00219999999999843
53.195541291,269123.5,0,0.00219999999999843
54.106119648,269123.5,0,0.00219999999999843
55.196545544,269166.5,-0.01,0.0012499999999993
56.1016041,269167.5,-0.01,0.00114999999999711
57.213747962,269167.5,-0.01,0.00114999999999711
58.101637837,269167.5,-0.01,0.00114999999999711
59.098975827,269167.5,-0.01,0.00114999999999711
60.099176425,269167.5,-0.01,0.00114999999999711
61.099239417,269139.5,0,0.00129999999999697
62.098463698,269139.5,0,0.00129999999999697
63.187395332,269139.5,0,0.00129999999999697
64.185722728,269139.5,0,0.00129999999999697
65.189112149,269139.5,0,0.00129999999999697
66.098301809,269139.5,0,0.00129999999999697
67.187848828,269100.5,0.01,0.000949999999995859
68.187534755,269100.5,0.01,0.000949999999995859
69.188086494,269100.5,0.01,0.000949999999995859
70.188568538,269100.5,0.01,0.000949999999995859
71.192738781,269100.5,0.01,0.000949999999995859
72.192917924,269100.5,0.01,0.000949999999995859
73.194791941,269100.5,0.01,0.000949999999995859
74.190019581,269100.5,0.01,0.000949999999995859
75.190381754,269100.5,0.01,0.000949999999995859
76.191969025,269100.5,0.01,0.000949999999995859
77.194037518,269100.5,0.01,0.000949999999995859
78.099780131,269100.5,0.01,0.000949999999995859
79.136179849,269100.5,0.01,0.000949999999995859
80.112545329,269100.5,0.01,0.000949999999995859
81.139015306,269100.5,0.01,0.000949999999995859
82.097763272,269100.5,0.01,0.000949999999995859
83.099576572,269100.5,0.01,0.000949999999995859
84.194526787,269100.5,0.01,0.000949999999995859
85.195399335,269100.5,0.01,0.000949999999995859
86.195690052,269100.5,0,0.000999999999997669
87.09791386,269100.5,0,0.000999999999997669
88.196547899,269100.5,0,0.000999999999997669
89.099391302,269102.5,0,0.000999999999997669
90.101342146,269102.5,0,0.000999999999997669
91.206886903,269102.5,0,0.000999999999997669
92.099411891,269102.5,0,0.000999999999997669
93.1893842,269102.5,0,0.000999999999997669
94.190247663,269100.5,0,0.000999999999997669
95.190513287,269100.5,0,0.000999999999997669
96.190859039,269100.5,0,0.000999999999997669
97.191003452,269100.5,0,0.000999999999997669
98.19296579,269100.5,0,0.000999999999997669
99.191389728,269100.5,0,0.000999999999997669
100.19390459,269100.5,0,0.000999999999997669
101.207502123,269100.5,0,0.000999999999997669
