t_s,side,px_ticks,qty_lots,mid_ticks,queue_wait_s
0,sell,269479,1000,269378.5,0.39471568
678.992301461,sell,270378,1000,270346.5,1.972401222
774.35842961,sell,270626,1000,270525.5,6.384262749
774.55015375,sell,270862,1000,270762,0.116235247
777.644151658,sell,271100,1000,270999.5,0.012935392
778.872816464,sell,271284,1000,271183.5,0.059360482
781.883843684,buy,271262,1000,271362.5,0.068551815
789.591667062,sell,271259,1000,271158.5,0.064775485
810.169283918,buy,270962,1000,271062.5,0.092133678
815.796619093,sell,271027,1000,270926.5,1.218331177
944.461260784,sell,271547,1000,271446.5,0.160350256
