t_s,side,px_ticks,qty_lots,mid_ticks,queue_wait_s
0,buy,8401390,1000,8401400.5,8.534562976
0.047454294,buy,8401190,1000,8401200.5,0.000563248
1.420519326,buy,8400808,1000,8400818.5,1.200239151
1.54988691,buy,8400590,1000,8400600.5,0.116382662
48.303147274,buy,8400001,7,8400011.5,46.620762668
48.303158528,buy,8400001,7,8400011.5,46.620773922
48.303169887,buy,8400001,6,8400011.5,46.620785281
48.303183259,buy,8400001,7,8400011.5,46.620798653
48.303194814,buy,8400001,973,8400011.5,46.620810208
48.323766059,buy,8399790,1000,8399800.5,0.000493163
50.321464668,buy,8399590,1000,8399600.5,1.838271514
71.388736532,sell,8398851,1000,8398840.5,20.964519849
94.741593561,sell,8399691,1000,8399680.5,23.269163043
99.666892235,sell,8399774,1000,8399763.5,4.786399541
101.531309592,sell,8401106,1000,8401095.5,1.731814236
133.680721308,sell,8401495,1000,8401484.5,32.001731696
133.75593417,sell,8402011,1000,8402000.5,0
139.147015011,sell,8402211,1000,8402200.5,5.258685848
139.226900772,sell,8402411,1000,8402400.5,0.000647815
139.543368141,sell,8402860,1000,8402849.5,0.213568525
141.271678945,sell,8403211,1000,8403200.5,1.615146086
141.37841358,sell,8403722,1000,8403711.5,0.037072358
141.546943753,sell,8403812,1000,8403801.5,0.122484574
156.957889699,sell,8404702,1000,8404691.5,15.297587187
164.144292378,buy,8405469,1000,8405479.5,7.064305463
181.020937189,sell,8404702,1000,8404691.5,16.708173942
185.13344383,sell,8405011,1000,8405000.5,3.989718081
188.081588924,sell,8405411,1000,8405400.5,2.785810038
188.784945815,sell,8405423,1000,8405412.5,0.626988621
190.231227773,sell,8405611,1000,8405600.5,1.380418789
201.658463111,buy,8406493,1000,8406503.5,7.259538513
205.384726173,buy,8405490,1000,8405500.5,3.58237981
205.927991291,buy,8404790,1000,8404800.5,0.464004824
210.6024912,sell,8403987,1000,8403976.5,4.500472743
213.528839033,sell,8404011,1000,8404000.5,2.891305392
214.12265228,sell,8404070,1000,8404059.5,0.420179909
231.638731864,buy,8408702,1000,8408712.5,0.336502689
231.870233696,buy,8407151,1000,8407161.5,0.068589824
255.790056662,sell,8406811,1000,8406801.5,23.788482519
261.25434682,sell,8407504,1000,8407494.5,2.454686554
306.171910777,buy,8408876,1000,8408886.5,17.958142875
306.286024619,buy,8408190,1000,8408200.5,0.037227082
335.093782033,buy,8408171,1000,8408181.5,28.759084476
335.145139249,buy,8405765,1000,8405775.5,0
335.384785575,buy,8405608,1000,8405618.5,0.070238991
339.94327501,buy,8404777,1000,8404787.5,4.502797163
362.263698953,buy,8404386,1000,8404396.5,22.15564809
367.638451547,sell,8403153,1000,8403142.5,5.22692367
368.078022133,sell,8403994,1000,8403983.5,0.269236875
368.185205854,sell,8404398,1000,8404387.5,0.00092119
368.25492243,sell,8404713,1000,8404702.5,0.002521265
377.612954955,sell,8404811,1000,8404800.5,9.204651548
377.645071438,sell,8405010,1000,8404999.5,0.001188277
384.943896274,buy,8405190,1000,8405200.5,7.138319408
397.641985739,sell,8404964,1000,8404953.5,12.530821311
402.596283776,buy,8406590,1000,8406600.5,4.789051588
405.014795706,sell,8406356,1000,8406345.5,2.308312202
405.150191876,sell,8406611,1000,8406600.5,0.022474633
413.944513578,buy,8409444,1000,8409454.5,6.632653938
